artista,biografia,Oyentes,N_Reproducciones,artistas_similares
Radical Redemption,"Joey van Ingen a.k.a. Radical Redemption is the man behind this new name in the hardstyle scene. He’s born in 1990, and grew up in the east of the Netherlands. From day one he was interested in all kinds of music.
At age 10 he started to play the drums. His interest went to the rhythmic elements in music. As drummer he played in several bands, ‘Pacific’ became his main project. But, at that same time he came in touch with the harder side of dance music.  <a href=""https://www.last.fm/music/Radical+Redemption"">Read more on Last.fm</a>",69268,1646921,"['Act of Rage', 'Crypsis', 'Gunz For Hire', 'D-Sturb', 'Rejecta']"
Twin Tribes,"Twin Tribes are a Dark Synth / Post Punk duo based in Brownsville, Texas. Formed by Luis Navarro (vocals, guitar, synth, drum machines) and Joel Niño, Jr. (bass, synth, vocals) in 2017. The band gathers their influences from the period of the dark ’80s. Dark Wave, Post-Punk and Cold Wave are only a couple of genres that the band summons using analog synthesizers and drum machines. Dark melodic sounds, lyrics of the undead, the occult, and parallel universes are what conjure Twin Tribes. <a href=""https://www.last.fm/music/Twin+Tribes"">Read more on Last.fm</a>",300597,6382240,"['She Past Away', 'This Cold Night', 'Forever Grey', 'Harsh Symmetry', 'Bragolin']"
The 20 Belows,"The 20Belows is a melodic punk rock band from Copenhagen, Denmark. With inspiration from bands such as the The Ramones, Screeching Weasel and The Queers, you would maybe fear that just another pop punk band had been born but that couldn’t be further from the truth actually. The unique song writing style that combines both a large variety of tempi but also displays a welcoming textual universe underlines the very reason for the existence of The 20Belows. Relevant, charming and refreshing. <a href=""https://www.last.fm/music/The+20+Belows"">Read more on Last.fm</a>",6007,55924,"['Zatopeks', 'The Adorkables', 'Jetty Boys', 'The Apers', 'Retarded']"
Art Of Fighters,"Art of Fighters started out in Brescia (Italy) in 1997, from the idea of 3 guys: Cristian Nardelli, Matteo Pitossi and Luca Lorini.

Thanks to FastTracker, 3 years of try-outs, tons of rejected tracks and the big help of the Stunned Guys, the first record The Beat Can't Change came to life in the year 2000. In 2001 their second E.P. Artwork appeared in the stores, definately putting them on the map of hardcore. Their tracks appeared on many compilations and their fame began to expand. <a href=""https://www.last.fm/music/Art+of+Fighters"">Read more on Last.fm</a>",40467,495616,"['Tha Playah', 'Dj Mad Dog', 'Evil Activities', 'Angerfist', 'Unexist']"
Rewizja,"REWIZJA

    Przegląd Utwory Albumy Zdjęcia Podobni wykonawcy Wydarzenia 

Biografia

Skład zespołu:
Przemyslaw Kumor- vocal,
Konrad Zareba- vocal,
Tomasz Bialon- gitara,
Tomasz Chuchla- gitara,
Łukasz Bagiński- bas,
Tomasz Harabien- perkusja. <a href=""https://www.last.fm/music/REWIZJA"">Read more on Last.fm</a>",8838,465883,"['Skunx', 'Bachor', 'ADHD Syndrom', 'all bandits', 'ZBEER']"
Crown The Empire,"Crown The Empire is a metal band from Dallas, Texas, United States. Formed in 2010.

Discography:
2023 - Dogma
2019 - Sudden Sky
2016 - Retrograde
2014 - The Resistance: Rise Of The Runaways
2012 - The Fallout
2011 - Limitless

Members:
Andy ""Leo"" Rockhold - Vocals (2010-present)
Brandon Hoover - Guitar/Vocals (2010-present)
Hayden Tree - Bass (2010-present)
Jeeves Avalos - Drums (2022-present)

David Escamilla - Unclean Vocals (2012-2017)
Bennett ""Benn Suede"" Vogelman – Lead Guitar/Vocals (2011-2015) <a href=""https://www.last.fm/music/Crown+the+Empire"">Read more on Last.fm</a>",338379,12935507,"['Memphis May Fire', 'I See Stars', 'Palisades', 'Of Mice & Men', 'Famous Last Words']"
SHAKALABBITS,"Shakalabbits first formed in May 1999 as the band Juu-Shock. The band changed its name two months later to Shakalabbits by combining lead singer Uki’s favorite animal (Rabbit) and the Japanese name for Siddhartha (the Buddha), Shaka. They began gigging around Tokyo in August of 1999 and cut their first single SWISS MAMMY, releasing it through indie label Evil Design Records. They then released OVERDOING, a MAXI-Single, on September 9, 2000. 

----- <a href=""https://www.last.fm/music/SHAKALABBITS"">Read more on Last.fm</a>",19410,1103361,"['175R', 'ムラマサ☆', 'GOLLBETTY', 'midnightPumpkin', 'SKULL CANDY']"
Bikini Kill,"Bikini Kill are an American punk rock band formed in Olympia, Washington, in October 1990. The group consisted of vocalist and songwriter Kathleen Hanna, guitarist Billy Karren, bassist Kathi Wilcox, and drummer Tobi Vail. The band is widely considered to be the pioneer of the riot grrrl movement, and was notorious for its radical feminist lyrics and fiery performances. Their music was characteristically abrasive and hardcore-influenced.

While occasionally collaborating with high-profile acts such as Nirvana and Joan Jett <a href=""https://www.last.fm/music/Bikini+Kill"">Read more on Last.fm</a>",757043,17353870,"['Bratmobile', 'The Julie Ruin', 'Le Tigre', 'Babes in Toyland', 'Heavens to Betsy']"
Irradiate,"Irradiate, real name Rick Haartmans, is a Hardcore/Uptempo DJ & Producer from Westervoort, Netherlands.

After visiting his first party at the age of 15, he immediately knew that being on stage was his dream. Working hard behind the scenes for many years, in 2019 Irradiate decided it was time to finally present his act. His first singles gained huge traction already as Irradiate moved on to make huge waves with his 2021 release “Warriors” with DRS & Tha Watcher, which was awarded #4 in the MOH Top 100. <a href=""https://www.last.fm/music/Irradiate"">Read more on Last.fm</a>",18563,330860,"['Partyraiser', 'Cryogenic', 'Odium', 'Dither', 'N-Vitral']"
As December Falls,"As December Falls is an independent four-piece, loud, unapologetic pop punk outfit from Nottingham in the UK. Songs littered with massive hooks and emo vibes.

Formed in 2014, the band currently consists of Bethany Curtis (Vocals), Ande Hunter (Lead Guitar/Backing Vocals), Timmy Francis (Bass Guitar) and Lukas James (Drums). Timmy reached out out to each member of the band individually once he had the idea of forming the band.

The band have released two EPs: A Home Inside Your Head in 2014 and When You Figure Out You’re Wrong <a href=""https://www.last.fm/music/As+December+Falls"">Read more on Last.fm</a>",47390,1071145,"['Hot Milk', 'Yours Truly', 'Taylor Acorn', 'Honey Revenge', 'Stand Atlantic']"
Jesus Piece,"Jesus Piece was an American metalcore band from Philadelphia, Pennsylvania, formed in 2015 and disbanded in 2025. They toured with acts such as Code Orange, Knocked Loose, and Ghostemane. The band formed in 2015 with the final line up consisting of Aaron Heard on vocals, along with guitarists David Updike and John DiStefano, bassist Anthony Marinaro and drummer Luis Aponte. They self-released their first demo/EP in the same year, followed by a self-released EP in the summer of 2016. <a href=""https://www.last.fm/music/Jesus+Piece"">Read more on Last.fm</a>",103031,2833543,"['Year of the Knife', 'Incendiary', ""Harm's Way"", 'Sunami', 'Sanction']"
Hawkwind,"Hawkwind is an English rock band and one of the earliest space rock groups. The band was formed by ex-busker and blues man Dave Brock in Ladbroke Grove, London, who intended to marry simple three-chord rock with experimental electronic music. He cites his influences for the band at the time as The Moody Blues, Steve Miller Band and the krautrock scene of Kraftwerk, Neu! and particularly Can.

The band was formed in 1969 by visionary Dave Brock and although it has been subject to numerous line-up changes it is still led by him. <a href=""https://www.last.fm/music/Hawkwind"">Read more on Last.fm</a>",389171,9020161,"['Hawklords', 'Gong', 'Ozric Tentacles', 'Steve Hillage', 'Pink Fairies']"
Capstan,"Capstan is a progressive post-hardcore band from Orlando, Florida, United States. They are currently signed with Fearless Records.

They released their debut album, ""Seasonal Depression"" in 2014. In 2015 they released an EP, ""Parting Gifts"". Their second EP ""Cultural Divide"" was released in 2016. Their next album, ""In The Wake Of Our Discord"" was released in January of 2018. After announcing being signed with Fearless Records in November of 2018, they released a new single along with a music video, ""Stars Before The Sun"". <a href=""https://www.last.fm/music/Capstan"">Read more on Last.fm</a>",84227,2409319,"['Belmont', 'Youth Fountain', 'Knuckle Puck', 'Real Friends', 'Driveways']"
Sorority Noise,"Sorority Noise was an indie/punk band hailing from East Hartford, Connecticut. The band is comprised of members of Old Gray, Real Life Parody and Prawn.

Indie quartet Sorority Noise were formed in 2013 by singer/guitarist Cameron Boucher, who also fronts the New Hampshire-based screamo group Old Gray. Looking for an outlet for some alternate material, he enlisted Old Gray drummer Charlie Singer, along with Prawn bassist Ryan McKenna and second guitarist Adam Ackerman, to form Sorority Noise in Hartford, Connecticut. <a href=""https://www.last.fm/music/Sorority+Noise"">Read more on Last.fm</a>",386227,13544999,"['Modern Baseball', 'Mom Jeans.', 'Free Throw', 'The Front Bottoms', 'Remo Drive']"
Sefa,"Sefa Jeroen Vlaarkamp (born 30 June 2000 in Alkmaar, Netherlands), better known by his stage name Sefa, is a Dutch hardcore DJ and record producer. He is active in the frenchcore scene, but is known for branching out and collaborating with artists in other styles. Sefa is also known for performing live on the piano during his performances and for the classical influences in his music. <a href=""https://www.last.fm/music/Sefa"">Read more on Last.fm</a>",95802,2906151,"['Dr. Peacock', 'Remzcore', 'Evil Activities', ""D'ort"", 'Re-Style']"
Akimbo,"There are several artists performing as Akimbo:

1) Akimbo was a hardcore, punk and metal band from Seattle.
2) Akimbo is industrial band from Czechia

1) Akimbo was a long-lived band from Seattle, WA that effectively blends the styles of hardcore punk and classic rock.

Forming in the 90's, Akimbo went for a more progressive/punk approach in their earlier efforts (as seen on their split 10'' with Teen Cthulhu, and the ""Army Of Evil Robots..."" 7'' <a href=""https://www.last.fm/music/Akimbo"">Read more on Last.fm</a>",33054,650210,"['KEN mode', 'Breach', 'Helms Alee', 'Young Widows', 'Broken Minds']"
DJ Jordens," <a href=""https://www.last.fm/music/DJ+Jordens"">Read more on Last.fm</a>",1358,4621,"['Michael White Line', 'Kool Killers', 'DJ Rob & Tim B', 'Lords of the Underworld', 'DJ Sim']"
Osatia,"Alexander Pasibe - Vocals
Shilo Humphreys - Guitars
Blake Bell - Drums 
Aaron Yamamoto-Pots - Bass <a href=""https://www.last.fm/music/Osatia"">Read more on Last.fm</a>",30174,394302,"['Miss Fortune', 'Picturesque', 'Myka, Relocate', 'Outline in Color', 'Dragged Under']"
The Hot Rod Gang," <a href=""https://www.last.fm/music/The+Hot+Rod+Gang"">Read more on Last.fm</a>",1922,15767,"[""The Rockin' Bandits"", 'Astrolites', 'The Slapbacks', 'Johnny & the roccos', 'Fancy Dan']"
Unwound,"Unwound is an American post-hardcore band. Formed in 1988 in Tumwater and Olympia, Washington, the band currently consists of Justin Trosper (vocals, guitar), Jared Warren (bass guitar), Sara Lund (drums), and Scott Seckington (guitar).

Originally founded by Trosper, bassist Vern Rumsey and drummer Brandt Sandeno under the name ""Giant Henry,"" Sandeno was replaced in 1992 by Lund who performed on their debut album in 1993. Largely based in Olympia throughout the 1990s <a href=""https://www.last.fm/music/Unwound"">Read more on Last.fm</a>",417056,23003581,"['Drive Like Jehu', 'Fugazi', 'Polvo', 'Lowercase', 'Slint']"
Terror,"Many bands with the same name:

1) Terror, is a hardcore/metalcore band from Los Angeles, California. The band formed in early 2002.
The original lineup, was a hardcore all-star lineup, consisting of...

- vocalist Scott Vogel (ex: Slugfest, Despair, & Buried Alive)
- guitarist Todd Jones (ex: Stand Your Ground, Carry On, Internal Affairs, Betrayed, Snake Eyes, Nails & Fireburn)
- drummer Nick Jett (ex : Carry On, Internal Affairs, & Wings! Beer! Sports!) <a href=""https://www.last.fm/music/Terror"">Read more on Last.fm</a>",294072,14203254,"['Madball', 'Trapped Under Ice', 'Hatebreed', 'Incendiary', 'Pain of Truth']"
The Dopamines,"From the banks of the Ohio river, The Dopamines take what they love from the new wave of pop punk and form a style all their own. 25 minutes of no bullshit influenced by 90's lookout, minneapolis punk, and the Kobanes. Buy them a beer.


Order Expect the worst!
www.paperandplastick.com

Order Vices!
www.itsaliverecords.com

www.thedopamines.net <a href=""https://www.last.fm/music/The+Dopamines"">Read more on Last.fm</a>",38590,1410608,"['Dear Landlord', 'The Copyrights', 'Banner Pilot', 'Dillinger Four', 'Dead to Me']"
Forever Grey,"Forever Grey is a coldwave/darkwave act from Michigan, USA. Influenced by eighties goth and post punk.  https://forevergrey.bandcamp.com/ <a href=""https://www.last.fm/music/Forever+Grey"">Read more on Last.fm</a>",176831,1886927,"['This Cold Night', 'Bragolin', 'Traitrs', 'The Agnes Circle', 'Lebanon Hanover']"
Underdog,"There are or were five bands named Underdog. One comes from Buenos Aires (Argentina), the other from NYC, the third one from Germany, the fourth one from Rome, Italy, and the fifth from New Zealand.

1º) Hardcore band from, NYC/BELMAR, United States. Chemistry is everything. Mixing different elements together can make something explosive happen or, on the other hand, nothing at all. The band Underdog was an example of such an experiment, with a lifespan shorter than expected, but with powerful after effects that still linger on. <a href=""https://www.last.fm/music/Underdog"">Read more on Last.fm</a>",53381,667572,"['Breakdown', 'Leeway', 'King Nine', 'Crown of Thornz', 'Killing Time']"
